FREQ,Frequency,L_MEASURE,Measure,L_POSITION,Balance sheet position,L_INSTR,Type of instruments,L_DENOM,Currency denomination,L_CURR_TYPE,Currency type of reporting country,L_PARENT_CTY,Parent country,L_REP_BANK_TYPE,Type of reporting institutions,L_REP_CTY,Reporting country,L_CP_SECTOR,Counterparty sector,L_CP_COUNTRY,Counterparty country,L_POS_TYPE,Position type,TIME_FORMAT,Time Format,COLLECTION,Collection Indicator,ORG_VISIBILITY,Organisation visibility,Series,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",FI,Finland,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:FI:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,25,32,32,37,44,236,66,241,193,195,231,285,258,275,350,379,529,587,529,685,473,575,512,589,427,532,877,1082,417,694,802,923,455,295,199,317,130,331,241,383,217,124,178,276,395,444,249,276,217,280,512,608,460,455,622,437,361,401,170,181,119,72,86,41,44,81,86,66,50,41,43,49,84,37,95,49,62,37,48,70,355,57,45,122,133,214,116,125,35,43,147,44,26,26,40,22,21,17,12,5,45,11,17,8,10,9,41,25,22,38,38,67,120,56,93.683,124.341,60.954,34.707,28.353,94.342,32.405,33.215,59.984,86.539,205.141,97.773,292.782,330.945,85.366,171.586,171.518,147.264,195.513,101.472,116.688,132.124,98.449,118.308,154.264,241.95,216.91,227.049,177.832,169.399,138.534,160.054,130.19,168.363,174.982,408.944,1258.447,628.3,199.875,204.315,1583.533,832.444,241.837,908.949
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",FR,France,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:FR:A:JP:N,496,813,796,799,1488,1424,881,1159,1381,1598,1720,1955,2157,2401,2405,2327,2248,2347,1646,1680,1992,2773,1976,2623,2679,2553,2217,2146,2342,3656,3900,3838,4685,4565,5626,6166,8586,12640,15681,17969,17121,21271,21738,32175,33629,47622,48443,54849,55090,67889,67414,80359,85375,80498,73302,76004,79659,74758,62571,59843,63999,62871,60908,67797,74776,60832,61862,65657,69028,80031,78798,73431,77656,82381,73804,76620,75602,67226,55455,61551,58400,52057,46164,46873,58030,41936,31520,32195,35688,30291,23596,23971,29818,28549,32125,29156,26936,22659,27298,23592,30598,30726,35488,39573,40682,49568,50201,44303,57571,64871,68694,66106,80402,90700,82885,72988,64142,74297,68989,69833,68277,94222,75440,74419,85707,72235,68245,72110,62831,55824,51173,64568,71850,80850,80769,72842,79250,102788,82865,90423,84020,91662,84931,115688,120457,129059,129254,167870,175548,171267,146088,159177,149348,184616,193729,221014,185334,169970,158388,201731,178580,229326,245150,241578,187625,226782,257982,318251,217786,342737,303234,352675,321087,401581,361002,349484,262904,381689,353193,295429,254134,321284
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",GB,United Kingdom,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:GB:A:JP:N,12250,13183,12217,13164,14316,14911,16415,20816,20721,24135,26910,30672,34719,37106,33629,38250,38598,40776,31110,32398,NaN,36067,34867,39976,36762,43052,39006,43125,40829,46148,44410,55487,62879,70871,79832,105872,115875,128462,142394,150038,173689,183202,185281,204818,212278,215091,194346,213963,211923,205859,199956,223996,223044,205458,194190,193464,186881,162938,154282,153953,144393,138601,130111,141554,142160,139707,148777,161400,154792,162965,157589,170562,166498,149065,143986,142568,150691,166359,172792,156781,188675,158410,158513,181063,239302,179990,157021,185145,180331,171393,185504,187380,175772,160437,163558,158069,164219,147706,176322,181498,222010,223045,251004,226721,233603,230744,251796,259121,303161,239033,242969,219051,206939,200294,195368,207328,205753,200616,206516,225924,260676,320632,249104,242003,204170,175970,221746,223322,197890,205441,201967,244435,247052,244991,253297,295845,314739,333244,326035,324704,334434,338912,315589,335225,320066,313182,322533,310652,302050,266724,261358,256121,269298,281058,307066,306916,297463,299386,296392,333406,307653,346992,339758,351048,344607,351705,372940,357199,332361,392276,373904,374058,352110,363256,365868,350513,292871,353963,355488,361347,357330,382217
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",GG,Guernsey,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:GG:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,558,766,577,570,590,676,547,679,745,659,773,684,603,735,721,747,634,608,636,241,226,220,223,315,536,250,236,235,18,118,51,22,279,40,142,131,130,185,145,155,226,107,303,303,282,336,334,420,434,395.349,377.975,376.456,426.012,408.98,403.209,296.91,378.536,286.643,275.023,154.601,247.457,196.746,199.111,166.21,180.72,195.43,158.916,145.657,107.002,299.947,467.96,294.679,565.186,674.119,766.81,829.603,780.107,501.917,489.828,393.971,400.079,653.964,633.412,672.342,778.827
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",GR,Greece,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:GR:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,17,43,25,124,140,78,95,321,562,613,662,16,20,47,21,22,30,53,32,28,140,42,40,70,83,74,95,48,85,93,129,95,70,101,37,36,42.819,44.649,61.989,36.128,41.098,25.348,21.126,21.295,24.186,20.669,25.902,32.618,29.532,21.683,33.45,48.362,45,28.141,34.665,28.39,35,34,40,33,36,44,39,32,42,45,34,10,7.879,5.805,6.71,7.171
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",HK,Hong Kong SAR,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:HK:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93589.839,115525.179,118385.732,122498.613,134876.589,156327.207,146964.362,176725.467,162627.16,148539.64,147527.091,162552.241,174766.829,181029.94,189220.112,178599.515,158712.663,175310.868,173694.188,174368.656,181521.509,164806.834,164679.48,178511.125,187048.24,194530.161,195016.608,201638.85,197488.587,187221.3,203782.081,206725.385,207833.888,212784.309
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",IE,Ireland,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:IE:A:JP:N,4,,,,2,1,1,13,6,1,2,7,6,3,8,8,3,3,5,21,3,7,7,5,6,11,3,3,2,6,2,5,7,,2,17,14,35,63,71,84,27,79,38,45,35,118,117,200,140,179,160,215,248,228,183,235,172,402,520,742,458,308,708,579,437,651,672,552,627,610,569,449,652,761,749,869,1088,951,1027,1043,1498,1008,1259,1357,1300,744,1061,1030,1475,1969,1838,2253,2272,2551,2866,3176,3136,2944,2762,2787,3052,2535,2948,3422,3743,4227,4924,11073,10160,13492,14996,11556,10891,11579,12012,15140,20218,17020,15397,15080,19002,18628,16588,23004,16236,16611,17405,18398,16659,16563,16575,4652,3931,5297,5891,5221,4795,4589,4695,4437.593,4061.563,3850.346,3799.052,3810.438,3802.861,3698.931,3645.392,3038.049,3385.459,3361.314,3129.787,3196.484,4307.959,4569.416,3295.209,4164.583,3728.783,5435.262,5342.938,4196.165,5407.428,4161.657,3068.118,3920.078,2949.163,5492.549,4750.808,4823.953,4405.281,2785.192,2502.367,2458.058,2042.9,2300.614,2528.087,2441.262,2378.158,1961.238,2142.245,2303.205,2380.967
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",IM,Isle of Man,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:IM:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,9,9,25,44,3,50,909,78,6,6,32,7,8,6,5,5,6,106,6,4,25,24,11,10,159,147,148,134,85,88,8,6,6,5,7,7,5,6,6,6,5,5,5,4,95,34,84,118.81,110.534,132.277,43.385,44.926,27.545,56.565,69.255,68.222,66.234,66.238,71.029,110.39,137.227,132.393,171.201,239.873,284.032,153.019,121.711,86.961,112.775,205.318,122.343,122.343,122.343,122.343,122.343,122.343,166.773,148.183,188.254,164.471,327.475,138.476,155.318,157.107,305.847
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",IT,Italy,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:IT:A:JP:N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,491.235,386.591,759.073,856.965,404.222,696.58,514.158,510.511,493,611.514,587.601,702.493,1698.329,3173.676,3419.332,3200.816,3356.031,3704.009,4317.188,5193.209,5376.796,6724.444,7386.116,7762.79,8689.579,8553.548,8934.618,9201.974,10459.9,10814.428,9831.123,9014.32,9150.363,8401.631
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",JE,Jersey,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:JE:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049,485,525,1167,943,657,686,656,381,440,335,878,161,142,694,139,110,3432,2585,4752,2103,66,87,100,258,147,161,118,212,93,92,60,83,60,116,237,592,354,401,410,386,244,337,243,388,267,156,254,203,115,134,85,81,47,41,34,27,36,71,72,83,90,141,82,57,62,179,99,100,144,90,256,113,166,166,101,116,101,76,75,84,66,65,60,60,65
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",KR,Korea,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:KR:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2488,2804,2510,2235,2614,2902,2993,2470,2963,2536,2763,2453,3924,3452,2926,3397,3290,3192,3240,2370,3006,2954,2879,3222,3380,2809,3057,3240,3477,2872,3331,3238,3191,2997,4237,4006.391,3594.16,3968.301,3427.333,5425.754,4993.909,4558.006,5697.613,5204.021,5591.087,6123.352,6746.257,6561.522,6701.279,7103.307,6854.172,7964.9,8345.359,6271.392,7032.223,7619.53,7446.055,7582.958,8666.101,9709.641,7665.76,7416.566,6807.417,7562.691,7941.947,6884.412,6785.442,8243.089,6762.359,7784.067,8999.702,10757.463,8884.332
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",LU,Luxembourg,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:LU:A:JP:N,156,164,138,109,174,117,126,148,141,189,145,153,101,90,61,77,107,85,85,108,NaN,162,91,209,363,265,374,408,302,433,278,469,428,805,587,951,754,1764,2826,2542,2676,3740,4639,4179,4861,5488,6402,7496,7646,7373,7359,9732,9884,9576,9556,9193,8597,9139,9091,9622,8261,8477,9324,9470,7543,8407,8804,10088,9019,8160,9934,10152,8797,9191,11386,9596,9699,11627,10473,9880,8362,7956,6472,6472,4619,2920,3301,2411,2134,2615,3334,2378,2266,2685,2816,3689,3505,3241,4618,4485,4866,5009,7111,8602,8817,12336,15826,11944,13351,13359,12405,10880,14333,13902,13018,15526,10871,8447,6207,6762,3687,3830,6401,7117,6136,4422,6662,7212,8119,2633,5780,5151,4243,6021,4404,3674,2979,4614,3192.659,3371.379,2832.099,4041.999,3998.672,4770.908,3819.966,7278.473,4948.608,6084.176,3948.654,5656.735,5606.817,5933.65,4809.889,5829.477,6843.552,5447.918,5369.48,5242.194,5613.43,7735.714,5644.643,5927.093,7174.768,8400.591,6230.465,7644.626,7280.381,6788.167,6391.682,8346.288,6648.935,6530.584,4431.295,6321.688,5652.632,6556.501,5068.583,8364.738,6424.988,5352.431,6827.597,6906.518
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",MO,Macao SAR,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:MO:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848,829,812,794,774,1011,561,457,417,450,558,693,535,691,470,389,552,3388,2421,2716,1349,576,779,1996,2378,996,1012,1098,905,1156,1243,1015,757,827,811,724,1519,891,909,1050,884.428,779.731,566.988,445.367,491.791,673.051,718.002,2677.609,3102.255,3399.027,3361.213,2868.316,2104.501,4048.614,1367.906,425.664,1711.58,1674.786,1742.017,830.135,1775.751,2199.409,2352.449,832.933,4394.358,3855.802,1987.872,3321.58,1306.238,1171.565,1940.38,2224.134,1656.321,1536.215,1705.859,1942.483,1736.723,1904.771
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",MX,Mexico,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:MX:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,18,,1,1,10,89,66,342,476,313,190,55,157,220,185,235,333,200,103,16,206,2,303,145,84,35,69,131,68,49,46,65,29.013,75.441,48.236,55.54,64.96,43.716,176.297,101.369,132.461,142.584,77.397,140.877,59.873,37.934,97.892,147.722,61.666,118.917,104.304,323.151,460.336,330.162,399.295,24.926,171.557,57.147,136.727,55.361,41.834,36.91,46.172,35.316,41.633,114.386,42.483,45.608,149.846,118.331,114.704,322.169,217.4,385.878,143.636,1030.523
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",NL,Netherlands,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:NL:A:JP:N,248,248,465,506,512,562,564,478,542,719,790,701,754,814,682,912,1019,1069,906,835,983,1141,821,853,955,833,873,907,1101,1148,1080,921,1741,1196,2409,2964,2983,4799,5866,5135,7391,7676,8094,8420,10422,11074,11598,14605,16471,16101,17881,21444,19551,19065,19860,19123,19515,18918,18047,19827,18751,17662,17869,18453,17207,15567,16321,17877,15708,17438,19598,22020,21047,21016,20565,23676,16529,18986,19279,16971,17191,23568,28414,18555,17937,11273,9335,10159,9491,7044,7157,5514,6133,7863,8894,9597,19760,9770,18538,16291,13602,13958,13747,15055,15204,14175,17275,15541,15304,16304,16988,15039,13195,5010,4424,5306,5728,-1653,3934,10803,12495,8825,9929,12937,9261,11858,9727,9240,5055,9286,5072,18363,15803,21925,14161,25155,12921,17376,12101.508,12141.27,5214.269,3517.534,6745.356,10112.544,7847.079,8851.896,9115.349,6489.053,5890.813,8214.497,9179.456,11440.504,8256.701,11309.859,8902.694,9985.747,3790.544,3133.532,3213.619,3803.893,3811.375,NaN,2803.749,4704.486,2956.39,3895.175,NaN,NaN,8297.432,12721.012,5865.513,NaN,6669.289,NaN,4941.366,3325.489,3951.642,3951.642,3951.642,3951.642,3951.642,3951.642
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",PH,Philippines,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:PH:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1902.923,2473.53,2304.514,2706.959,1786.268,1997.946,1316.428,2014.754,1654.893,1862.47,2664.665,2743.964,1778.253,2628.08,2393.834,2374.936,2418.66,2212.594,2432.431,2536.96,2724.906,3187.528,2828.982,2292.067,2705.701,3044.189
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",SE,Sweden,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:SE:A:JP:N,28,17,24,34,26,18,34,37,29,22,39,30,26,38,30,26,21,36,35,33,36,43,33,35,40,68,31,30,23,59,38,86,51,34,77,64,51,272,275,456,483,790,690,927,216,1176,691,871,205,325,497,487,365,930,638,660,246,210,409,298,219,204,79,115,212,479,385,446,282,535,585,658,585,765,823,1375,1444,1346,1158,1208,1631,1014,983,1056,2356,515,1026,424,562,608,1952,149,66,85,137,313,408,82,115,233,329,227,363,142,126,243,112,126,201,118,155,181,135,142,122,287,217,398,246,213,155,355,206,381,394,365,326,258,369,591,742,960,1418,913,1133,1265,1297,1050,1460.259,1446.703,1610.457,2668.096,3112.124,3034.666,2651.758,2630.629,2561.641,2359.41,2658.42,3231.918,2954.248,2655.367,1089.486,3110.74,2895.21,1867.206,1012.679,1583.992,2454.396,2132.645,2395.811,2809.584,2136.185,1905.904,1600.563,1287.65,1689.744,1575.996,2642.939,1376.417,1056.511,1189.56,1950.114,1566.534,1907.673,1503.976,1686.353,581.225,636.421,625.048,533.942,421.64
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",TW,Chinese Taipei,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:TW:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4469,3560,4265,4854,4757,5024,3665,2864,3299,3862,3531,3181,4392,3855,3540,3544,3802,3698,3469,3453,5597,5425,5595,7575,9223,8092,8897,7204,4974,6606,5994,5708,4443,3985,4507,4692,5010,4489,4129,4371,3728,3357,3173,3326,3990,4198,3854,4411,4917,5411,5301,7385,5358.762,4783.205,6086.508,6672.111,8165.75,8909.314,10115.545,9812.008,12140.477,14978.926,20596.507,19642.207,18968.504,18376.671,17619.139,15398.788,18100.153,18665.903,14135.408,15521.909,13315.531,20539.634,16934.543,18965.03,21227.436,19883.664,15907.445,19178.597,23762.049,21434.843,24724.001,26145.864,27791.617,25012.609,26927.568,30015.013,37490.385,34938.839
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",US,United States,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:US:A:JP:N,10087,10592,11481,11248,12997,12964,13127,15160,17268,20365,21954,20935,21594,24138,26336,25384,27174,26678,30974,29350,29309,29522,28356,29529,30809,29412,30093,31409,31007,29970,28991,28744,33735,38847,42058,45888,65213,63656,69766,78436,91520,98078,109198,122146,132940,145170,123941,136817,145803,137747,139876,137313,117930,113270,109751,106458,119122,96458,89860,108946,100420,91600,87428,78311,79555,81960,75353,75696,76370,82157,89494,83360,86027,74962,73406,70060,76467,75040,75785,69593,76233,61768,45745,54760,52050,45534,29892,32341,32513,31670,35786,37543,36742,41037,34428,34723,36617,36817,40333,47192,50515,64569,70131,67202,71223,64918,75412,86014,97848,85940,90933,87647,106647,109095,109197,129778,147780,130014,123395,101035,92782,117934,88475,81542,86359,130827,163279,184573,169273,178201,202038,240251,257875,256753,247595,260011,302105,309320,320522,349118,353434,344156,304546,324719,343314,338890,349552,369862,365079,372911,386372,403150,422884,420802,455332,440060,448723,411451,438849,456268,439837,371104,367727,376302,378236,376197,355852,386718,448620,465543,509512,565534,558833,494614,488346,471978,495288,450150,419638,427522,464992,383856
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",ZA,South Africa,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:A:5J:A:ZA:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,52,71,142,424,132,93,936,120,90,151,71,63,112,127,132,191,262,197,168,111,129,127,213,131,153,211,110,340,462,387,509,348,394,514,530,226,209,250,27,28,198,142,124,123,235,253,133,185,155,129,345,266,201,401
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,U,Unclassified currency,5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A,All reporting countries,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:U:5J:A:5A:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,-1,-1,-1,,,-3,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,-27,-33,-11,-25,-25,-26,-26,-25,-56,-43,-18,-24,-34,-27,-9,-9,-11,-5,-5,-4,-1,,-1,-2,-1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,,,0,0,,0,1,0,0,-1,0,-1,7.467,8.46,5.057,-0.481,1.521,-0.598,96.249,78.066,70.449,67.339,78.193,65.612,73.586,47.722,56.949,79.476,72.728,71.463,90.756,57.76,84.73,92.288,69.678,42.494,42.155,27.388,37,31.165,39.166,28.615,26.218,26.498,109.474,67.11,83.615,29.438,27.872,34.213,37.717,85.057,73.46,60.199,61.249,62.244
